total_sulfur_dioxide,chlorides,volatile_acidity,alcohol,style
17.0,0.052000000000000005,0.9,10.9,0
89.0,0.05,0.54,10.55,0
85.0,0.07400000000000001,0.49,9.0,0
20.0,0.067,0.29,10.5,0
15.0,0.054000000000000006,0.2,11.9,0
64.0,0.054000000000000006,0.42,10.4,0
13.0,0.06,0.785,10.0,0
31.0,0.075,0.64,10.4,0
39.0,0.076,0.63,10.8,0
53.0,0.063,0.59,9.7,0
53.0,0.063,0.59,9.7,0
54.0,0.062,0.48,10.0,0
32.0,0.067,1.04,11.0,0
54.0,0.062,0.48,10.0,0
49.0,0.061,0.98,9.7,0
24.0,0.084,0.69,9.7,0
16.0,0.067,0.7,12.6,0
44.0,0.073,0.35,11.1,0
45.0,0.071,0.6,11.0,0
82.0,0.205,0.5,8.8,0
89.0,0.048,0.47,13.56666667,0
82.0,0.205,0.5,8.8,0
89.0,0.048,0.47,13.6,0
14.0,0.08199999999999999,0.875,10.2,0
22.0,0.10400000000000001,0.28,10.6,0
13.0,0.08,0.62,10.1,0
22.0,0.10400000000000001,0.28,10.6,0
9.0,0.114,0.58,10.3,0
12.0,0.042,0.33,10.7,0
11.0,0.06,0.91,10.9,0
25.0,0.07400000000000001,0.655,9.7,0
23.0,0.07,0.68,10.3,0
17.0,0.066,0.64,10.6,0
13.0,0.049,0.54,11.4,0
11.0,0.048,0.57,10.8,0
18.0,0.039,0.22,12.4,0
13.0,0.049,0.54,11.4,0
18.0,0.05,0.65,11.95,0
147.0,0.08900000000000001,0.54,9.7,0
28.0,0.066,0.31,10.0,0
28.0,0.08,0.43,10.6,0
147.0,0.08900000000000001,0.54,9.7,0
16.0,0.054000000000000006,0.74,11.5,0
13.0,0.068,0.895,10.8,0
16.0,0.054000000000000006,0.74,11.5,0
15.0,0.076,0.725,9.6,0
64.0,0.083,0.82,9.4,0
60.0,0.078,0.585,9.8,0
14.0,0.077,0.44,11.0,0
12.0,0.106,0.38,11.4,0
12.0,0.078,0.76,9.95,0
14.0,0.07,0.81,10.8,0
12.0,0.106,0.38,11.4,0
25.0,0.07400000000000001,0.27,10.6,0
20.0,0.062,0.18,11.1,0
48.0,0.047,0.36,9.7,0
27.0,0.068,0.69,9.8,0
17.0,0.061,0.79,10.4,0
65.0,0.078,0.56,10.5,0
65.0,0.07400000000000001,0.84,9.233333333,0
65.0,0.07400000000000001,0.84,9.25,0
58.0,0.071,0.32,10.6,0
44.0,0.063,0.53,10.3,0
20.0,0.114,0.47,10.5,0
27.0,0.106,0.7,10.2,0
44.0,0.063,0.53,10.3,0
23.0,0.08199999999999999,0.48,9.05,0
58.0,0.071,0.32,10.6,0
61.0,0.076,0.48,10.4,0
47.0,0.075,0.42,10.0,0
34.0,0.064,0.48,9.7,0
38.0,0.064,0.47,9.6,0
24.0,0.071,0.53,10.8,0
59.0,0.096,0.29,10.1,0
52.0,0.063,0.69,10.2,0
18.0,0.063,0.44,11.3,0
28.0,0.081,0.705,10.2,0
22.0,0.057999999999999996,0.53,9.9,0
84.0,0.07400000000000001,0.39,9.0,0
29.0,0.064,0.56,11.7,0
35.0,0.075,0.55,9.7,0
45.0,0.077,0.53,10.3,0
31.0,0.059000000000000004,0.58,10.2,0
26.0,0.081,0.64,12.0,0
60.0,0.065,0.39,9.9,0
32.0,0.071,0.52,11.6,0
49.0,0.054000000000000006,0.25,10.9,0
38.0,0.064,0.855,10.75,0
19.0,0.064,0.44,10.4,0
19.0,0.063,0.37,11.2,0
28.0,0.059000000000000004,0.63,10.1,0
26.0,0.07200000000000001,0.57,10.2,0
26.0,0.048,0.6,12.1,0
50.0,0.099,0.4,10.4,0
24.0,0.07400000000000001,0.36,11.4,0
26.0,0.087,0.68,9.5,0
27.0,0.083,0.67,9.4,0
54.0,0.10300000000000001,0.68,11.3,0
28.0,0.08,0.735,9.4,0
23.0,0.062,0.855,11.0,0
24.0,0.065,0.56,10.55,0
20.0,0.066,0.88,9.9,0
23.0,0.062,0.855,11.0,0
115.0,0.235,0.63,9.5,0
131.0,0.08,0.6,9.9,0
131.0,0.08,0.6,9.9,0
131.0,0.08,0.6,9.9,0
20.0,0.076,0.695,10.1,0
20.0,0.076,0.695,10.1,0
20.0,0.076,0.695,10.1,0
42.0,0.061,0.67,10.9,0
52.0,0.059000000000000004,0.16,11.2,0
20.0,0.076,0.695,10.1,0
42.0,0.077,0.56,9.2,0
34.0,0.055999999999999994,0.51,11.5,0
35.0,0.23,0.36,12.4,0
25.0,0.038,0.38,11.1,0
104.0,0.069,0.69,9.5,0
50.0,0.075,0.58,12.5,0
92.0,0.07400000000000001,0.31,10.5,0
20.0,0.06,0.52,11.8,0
29.0,0.081,0.3,10.8,0
27.0,0.076,0.7,11.9,0
20.0,0.11800000000000001,0.67,11.3,0
32.0,0.053,0.56,11.3,0
26.0,0.068,0.35,11.9,0
32.0,0.053,0.56,11.3,0
27.0,0.053,0.715,11.9,0
98.0,0.07400000000000001,0.46,9.8,0
34.0,0.061,0.32,11.6,0
48.0,0.066,0.39,11.5,0
60.0,0.065,0.31,11.4,0
28.0,0.066,0.61,10.9,0
102.0,0.068,0.66,12.8,0
79.0,0.073,0.725,9.2,0
35.0,0.077,0.55,11.6,0
26.0,0.08900000000000001,0.74,11.6,0
40.0,0.076,0.51,11.0,0
38.0,0.068,0.62,9.5,0
44.0,0.09,0.6,10.5,0
51.0,0.062,0.55,11.2,0
40.0,0.076,0.51,11.0,0
44.0,0.075,0.645,10.2,0
42.0,0.067,0.31,11.0,0
170.0,0.045,0.27,8.8,1
132.0,0.049,0.3,9.5,1
97.0,0.05,0.28,10.1,1
186.0,0.057999999999999996,0.23,9.9,1
186.0,0.057999999999999996,0.23,9.9,1
97.0,0.05,0.28,10.1,1
136.0,0.045,0.32,9.6,1
170.0,0.045,0.27,8.8,1
132.0,0.049,0.3,9.5,1
129.0,0.044000000000000004,0.22,11.0,1
63.0,0.033,0.27,12.0,1
109.0,0.035,0.23,9.7,1
75.0,0.04,0.18,10.8,1
143.0,0.044000000000000004,0.16,12.4,1
172.0,0.04,0.42,9.7,1
112.0,0.032,0.17,11.4,1
99.0,0.046,0.48,9.6,1
75.0,0.028999999999999998,0.66,12.8,1
171.0,0.033,0.34,11.3,1
133.0,0.044000000000000004,0.31,9.5,1
75.0,0.028999999999999998,0.66,12.8,1
102.0,0.038,0.31,11.0,1
122.0,0.049,0.26,10.5,1
168.0,0.07400000000000001,0.67,9.3,1
142.0,0.052000000000000005,0.27,10.0,1
245.0,0.046,0.25,10.4,1
146.0,0.052000000000000005,0.24,10.0,1
141.0,0.051,0.28,10.5,1
132.0,0.047,0.27,11.6,1
114.0,0.033,0.32,12.3,1
142.0,0.044000000000000004,0.24,10.0,1
47.0,0.042,0.14,10.2,1
100.0,0.05,0.25,10.8,1
117.0,0.045,0.12,9.0,1
179.0,0.044000000000000004,0.27,10.2,1
123.0,0.08,0.28,12.8,1
149.0,0.051,0.39,10.0,1
138.0,0.053,0.33,11.2,1
149.0,0.057,0.24,8.6,1
149.0,0.057,0.24,8.6,1
158.0,0.172,0.23,9.4,1
157.0,0.17300000000000001,0.24,9.4,1
160.0,0.069,0.31,9.8,1
152.0,0.057,0.24,9.5,1
154.0,0.06,0.23,9.5,1
167.0,0.057999999999999996,0.18,10.0,1
206.0,0.063,0.45,9.8,1
207.0,0.066,0.46,9.8,1
160.0,0.069,0.31,9.8,1
150.0,0.067,0.19,9.8,1
173.0,0.062,0.19,11.7,1
124.0,0.068,0.25,11.0,1
82.0,0.057,0.16,10.9,1
108.0,0.045,0.18,10.9,1
132.0,0.147,0.2,9.1,1
191.0,0.039,0.25,11.0,1
213.0,0.043,0.21,9.6,1
147.0,0.048,0.19,8.9,1
78.0,0.044000000000000004,0.38,10.2,1
111.0,0.038,0.2,9.9,1
123.0,0.092,0.22,8.6,1
147.0,0.048,0.19,8.9,1
151.0,0.035,0.47,10.5,1
78.0,0.044000000000000004,0.38,10.2,1
122.0,0.038,0.24,10.3,1
120.0,0.064,0.35,9.1,1
124.0,0.04,0.26,12.6,1
174.0,0.040999999999999995,0.25,9.8,1
96.0,0.046,0.23,10.7,1
105.0,0.05,0.24,9.5,1
244.0,0.055999999999999994,0.27,9.0,1
238.5,0.061,0.3,9.5,1
201.0,0.063,0.27,10.0,1
72.0,0.054000000000000006,0.23,9.1,1
96.0,0.046,0.23,10.7,1
105.0,0.05,0.24,9.5,1
87.0,0.043,0.18,12.7,1
69.0,0.042,0.32,12.0,1
103.0,0.064,0.18,9.3,1
105.0,0.06,0.54,9.0,1
114.0,0.053,0.22,10.6,1
166.0,0.05,0.2,9.2,1
164.0,0.063,0.34,10.0,1
207.0,0.047,0.22,9.5,1
155.0,0.045,0.43,8.7,1
152.0,0.044000000000000004,0.44,8.7,1
156.0,0.044000000000000004,0.39,8.7,1
202.0,0.05,0.25,9.7,1
155.0,0.045,0.43,8.7,1
152.0,0.044000000000000004,0.44,8.7,1
156.0,0.044000000000000004,0.39,8.7,1
243.0,0.049,0.27,9.0,1
136.0,0.035,0.24,12.6,1
136.0,0.034,0.21,12.6,1
148.0,0.04,0.17,11.5,1
240.0,0.044000000000000004,0.26,9.2,1
164.0,0.046,0.34,8.8,1
80.0,0.034,0.265,11.4,1
83.0,0.038,0.36,10.1,1
164.0,0.046,0.34,8.8,1
192.0,0.06,0.25,9.1,1
162.0,0.054000000000000006,0.12,9.4,1
164.0,0.05,0.21,9.4,1
170.0,0.059000000000000004,0.305,9.0,1
192.0,0.06,0.25,9.1,1
109.0,0.051,0.13,9.2,1
162.0,0.054000000000000006,0.12,9.4,1
171.0,0.04,0.23,9.1,1
171.0,0.04,0.23,9.1,1
187.0,0.051,0.33,10.3,1
163.0,0.08199999999999999,0.17,8.8,1
255.0,0.052000000000000005,0.27,8.9,1
195.0,0.055999999999999994,0.31,9.2,1
150.0,0.049,0.41,9.1,1
150.0,0.049,0.41,9.1,1
103.0,0.065,0.485,9.7,1
143.0,0.040999999999999995,0.31,11.3,1
85.0,0.035,0.14,11.8,1
195.0,0.055999999999999994,0.31,9.2,1
196.0,0.06,0.32,9.2,1
87.0,0.046,0.36,10.2,1
138.0,0.054000000000000006,0.24,8.8,1
131.0,0.059000000000000004,0.16,9.7,1
146.0,0.057999999999999996,0.19,9.1,1
158.0,0.092,0.13,9.8,1
143.0,0.026000000000000002,0.19,11.0,1
126.0,0.033,0.39,10.5,1
203.0,0.038,0.24,9.7,1
179.0,0.044000000000000004,0.3,10.9,1
184.0,0.046,0.3,10.9,1
57.0,0.02,0.26,10.6,1
203.0,0.038,0.24,9.7,1
241.0,0.038,0.425,9.0,1
188.0,0.035,0.24,9.2,1
203.0,0.034,0.27,8.9,1
179.0,0.036000000000000004,0.27,9.6,1
121.0,0.027000000000000003,0.23,10.7,1
155.0,0.045,0.37,8.7,1
96.0,0.035,0.19,10.8,1
79.0,0.028999999999999998,0.28,11.8,1
77.0,0.045,0.31,10.2,1
155.0,0.045,0.37,8.7,1
107.0,0.039,0.21,10.8,1
99.0,0.036000000000000004,0.21,9.7,1
87.0,0.037000000000000005,0.2,11.2,1
114.0,0.04,0.255,10.9,1
168.0,0.044000000000000004,0.16,10.1,1
97.0,0.057999999999999996,0.595,9.0,1
80.0,0.034,0.34,12.0,1
116.0,0.054000000000000006,0.25,9.4,1
152.0,0.043,0.22,11.5,1
135.0,0.055,0.18,9.9,1
116.0,0.054000000000000006,0.25,9.4,1
97.0,0.048,0.18,10.4,1
76.0,0.049,0.23,9.7,1
198.0,0.066,0.24,8.9,1
198.0,0.066,0.24,8.9,1
124.0,0.036000000000000004,0.32,12.4,1
119.0,0.036000000000000004,0.44,12.1,1
119.0,0.036000000000000004,0.44,12.1,1
124.0,0.036000000000000004,0.32,12.4,1
159.0,0.055,0.22,9.1,1
85.0,0.049,0.36,10.6,1
198.0,0.066,0.24,8.9,1
205.0,0.05,0.24,9.5,1
177.0,0.051,0.23,9.8,1
197.0,0.048,0.27,9.6,1
98.0,0.034,0.46,12.6,1
151.0,0.055,0.29,9.3,1
110.0,0.034,0.42,10.0,1
133.0,0.066,0.3,12.7,1
96.0,0.045,0.19,11.0,1
100.0,0.037000000000000005,0.48,11.4,1
130.0,0.038,0.22,11.5,1
173.0,0.051,0.27,10.2,1
151.0,0.04,0.23,11.4,1
65.0,0.044000000000000004,0.32,12.6,1
170.0,0.054000000000000006,0.23,9.4,1
108.0,0.06,0.67,8.7,1
176.0,0.049,0.25,9.2,1
173.0,0.048,0.33,9.3,1
183.0,0.053,0.34,9.2,1
167.0,0.048,0.28,8.7,1
227.0,0.05,0.27,9.6,1
226.0,0.043,0.26,9.3,1
230.0,0.043,0.29,9.3,1
166.0,0.04,0.24,9.9,1
119.0,0.038,0.3,11.0,1
109.0,0.034,0.53,12.7,1
210.0,0.047,0.28,8.9,1
211.0,0.052000000000000005,0.28,8.9,1
167.0,0.048,0.28,8.7,1
123.0,0.045,0.28,11.4,1
125.0,0.055,0.15,9.6,1
181.0,0.2,0.29,9.1,1
180.0,0.19699999999999998,0.3,9.1,1
183.0,0.19699999999999998,0.29,9.1,1
214.0,0.052000000000000005,0.26,8.9,1
204.0,0.05,0.32,8.8,1
214.0,0.052000000000000005,0.26,8.9,1
196.0,0.049,0.27,9.3,1
204.0,0.05,0.32,8.8,1
236.0,0.05,0.54,9.6,1
134.0,0.034,0.26,12.0,1
114.0,0.053,0.28,10.2,1
153.0,0.042,0.21,8.8,1
126.0,0.045,0.16,9.2,1
124.0,0.049,0.44,9.9,1
77.0,0.04,0.57,10.2,1
170.0,0.048,0.4,9.5,1
68.0,0.032,0.245,10.5,1
111.0,0.038,0.18,11.2,1
126.0,0.045,0.16,9.2,1
122.0,0.051,0.13,9.7,1
105.0,0.03,0.25,11.1,1
152.0,0.044000000000000004,0.26,9.4,1
164.0,0.036000000000000004,0.27,11.0,1
152.0,0.044000000000000004,0.26,9.4,1
167.0,0.044000000000000004,0.28,9.4,1
161.0,0.036000000000000004,0.23,11.0,1
164.0,0.036000000000000004,0.27,11.0,1
172.0,0.07,0.685,9.1,1
105.0,0.03,0.25,11.1,1
144.0,0.043,0.19,9.1,1
140.0,0.046,0.495,10.4,1
145.0,0.046,0.24,8.7,1
200.0,0.048,0.17,9.7,1
272.0,0.040999999999999995,0.25,9.1,1
200.0,0.048,0.17,9.7,1
145.0,0.046,0.24,8.7,1
142.0,0.062,0.64,8.9,1
194.0,0.040999999999999995,0.28,9.6,1
208.0,0.039,0.27,9.5,1
194.0,0.057999999999999996,0.23,9.0,1
194.0,0.057999999999999996,0.23,9.0,1
194.0,0.057999999999999996,0.23,9.0,1
194.0,0.057999999999999996,0.23,9.0,1
221.0,0.044000000000000004,0.52,9.6,1
120.0,0.037000000000000005,0.26,11.1,1
159.0,0.039,0.25,9.6,1
197.0,0.05,0.32,8.7,1
90.0,0.031,0.31,10.4,1
100.0,0.026000000000000002,0.21,11.4,1
218.5,0.047,0.24,9.7,1
142.0,0.043,0.4,8.7,1
249.5,0.038,0.18,11.3,1
139.0,0.03,0.21,12.6,1
77.0,0.031,0.2,10.9,1
76.0,0.03,0.19,10.9,1
119.0,0.037000000000000005,0.41,10.0,1
199.0,0.053,0.21,10.0,1
197.0,0.07400000000000001,0.26,9.8,1
142.0,0.043,0.4,8.7,1
109.0,0.028999999999999998,0.24,11.7,1
158.0,0.054000000000000006,0.24,9.3,1
147.0,0.04,0.26,9.6,1
97.0,0.035,0.35,11.0,1
97.0,0.035,0.35,11.0,1
118.0,0.032,0.23,11.8,1
75.0,0.037000000000000005,0.36,11.4,1
108.0,0.048,0.115,10.2,1
156.0,0.043,0.29,8.9,1
95.0,0.036000000000000004,0.28,10.2,1
231.0,0.045,0.29,9.6,1
167.0,0.038,0.24,10.6,1
156.0,0.043,0.29,8.9,1
180.0,0.053,0.32,9.2,1
149.0,0.043,0.58,9.7,1
145.0,0.044000000000000004,0.585,9.7,1
147.0,0.045,0.59,9.7,1
180.0,0.053,0.32,9.2,1
147.0,0.044000000000000004,0.6,9.7,1
148.0,0.051,0.25,9.3,1
123.0,0.057,0.58,9.0,1
234.0,0.046,0.29,9.5,1
169.0,0.046,0.19,9.8,1
166.0,0.044000000000000004,0.2,9.8,1
60.0,0.042,0.26,10.6,1
67.0,0.044000000000000004,0.32,10.6,1
105.0,0.036000000000000004,0.3,12.4,1
112.0,0.034,0.24,12.6,1
114.0,0.039,0.31,12.3,1
201.0,0.047,0.44,10.5,1
196.0,0.054000000000000006,0.34,9.3,1
198.0,0.055,0.35,8.8,1
180.0,0.055999999999999994,0.32,8.8,1
190.0,0.053,0.28,9.7,1
192.0,0.057999999999999996,0.23,9.0,1
192.0,0.057999999999999996,0.23,9.0,1
192.0,0.057999999999999996,0.23,9.0,1
192.0,0.057999999999999996,0.23,9.0,1
155.0,0.040999999999999995,0.15,10.5,1
195.0,0.066,0.28,9.1,1
157.0,0.040999999999999995,0.28,9.8,1
182.0,0.066,0.59,8.5,1
175.0,0.046,0.33,9.4,1
169.0,0.045,0.39,9.4,1
187.0,0.040999999999999995,0.19,11.2,1
146.0,0.046,0.17,10.0,1
122.0,0.043,0.17,10.3,1
87.0,0.063,0.41,10.8,1
74.0,0.05,0.2,10.5,1
87.0,0.063,0.41,10.8,1
168.0,0.055,0.29,11.1,1
163.0,0.057,0.41,9.9,1
163.0,0.057,0.41,9.9,1
163.0,0.057999999999999996,0.43,9.9,1
166.0,0.057999999999999996,0.4,9.9,1
134.0,0.036000000000000004,0.33,10.4,1
148.0,0.037000000000000005,0.31,10.4,1
100.0,0.035,0.36,11.5,1
164.0,0.032,0.55,12.5,1
149.0,0.042,0.25,10.0,1
166.0,0.038,0.36,10.0,1
167.0,0.04,0.34,10.0,1
127.0,0.132,0.28,9.1,1
134.0,0.031,0.25,10.6,1
135.0,0.031,0.24,10.5,1
133.0,0.03,0.3,11.5,1
69.0,0.04,0.125,10.1,1
65.0,0.040999999999999995,0.1,10.3,1
135.0,0.031,0.24,10.5,1
134.0,0.031,0.25,10.6,1
137.0,0.031,0.28,10.4,1
207.0,0.046,0.41,11.4,1
313.0,0.057,0.27,10.5,1
216.0,0.04,0.26,10.0,1
143.0,0.039,0.34,10.0,1
195.0,0.042,0.28,9.6,1
85.0,0.036000000000000004,0.21,10.4,1
101.0,0.03,0.32,12.5,1
135.0,0.032,0.24,10.6,1
91.0,0.033,0.23,11.8,1
133.0,0.038,0.28,9.8,1
80.0,0.031,0.26,10.8,1
91.0,0.033,0.23,11.8,1
105.0,0.036000000000000004,0.23,11.2,1
170.0,0.045,0.27,9.3,1
139.0,0.047,0.26,10.4,1
141.0,0.049,0.18,10.2,1
153.0,0.045,0.2,9.0,1
129.0,0.047,0.24,10.0,1
140.0,0.044000000000000004,0.26,9.1,1
144.0,0.053,0.31,10.0,1
145.0,0.052000000000000005,0.29,10.0,1
131.0,0.05,0.145,9.6,1
68.0,0.031,0.34,11.2,1
155.0,0.055999999999999994,0.19,8.8,1
118.0,0.052000000000000005,0.18,10.0,1
137.0,0.054000000000000006,0.17,10.0,1
146.0,0.044000000000000004,0.12,11.4,1
138.0,0.038,0.33,11.9,1
128.0,0.071,0.335,9.6,1
138.0,0.038,0.33,11.9,1
245.0,0.047,0.4,9.6,1
191.0,0.063,0.22,9.0,1
191.0,0.063,0.22,9.0,1
169.0,0.05,0.36,9.5,1
152.0,0.05,0.2,10.4,1
161.0,0.04,0.24,10.6,1
162.0,0.047,0.24,10.2,1
84.0,0.055,0.365,8.9,1
127.0,0.05,0.15,9.7,1
191.0,0.063,0.22,9.0,1
102.0,0.037000000000000005,0.16,11.4,1
113.0,0.027999999999999997,0.26,12.3,1
143.0,0.08900000000000001,0.18,10.8,1
148.0,0.053,0.33,9.4,1
178.0,0.049,0.29,10.6,1
72.0,0.044000000000000004,0.39,11.6,1
148.0,0.053,0.33,9.4,1
178.0,0.049,0.29,10.6,1
204.0,0.048,0.905,10.0,1
149.0,0.048,0.27,9.2,1
89.0,0.027000000000000003,0.33,12.5,1
89.0,0.027000000000000003,0.33,12.5,1
119.0,0.037000000000000005,0.31,10.4,1
98.0,0.045,0.2,10.0,1
155.0,0.049,0.32,10.0,1
119.0,0.037000000000000005,0.31,10.4,1
98.0,0.045,0.2,10.0,1
179.0,0.046,0.28,9.0,1
157.0,0.051,0.35,9.2,1
149.0,0.048,0.27,9.2,1
125.0,0.027000000000000003,0.36,11.3,1
89.0,0.027000000000000003,0.33,12.5,1
115.0,0.026000000000000002,0.17,10.8,1
260.0,0.04,0.39,10.1,1
140.0,0.047,0.21,9.7,1
181.0,0.032,0.3,9.3,1
181.0,0.032,0.3,9.3,1
66.0,0.031,0.36,10.6,1
125.0,0.031,0.55,10.2,1
69.0,0.021,0.24,12.2,1
163.0,0.044000000000000004,0.37,8.8,1
168.0,0.04,0.27,10.0,1
93.0,0.031,0.28,11.4,1
107.0,0.037000000000000005,0.2,11.4,1
168.0,0.048,0.26,9.4,1
83.0,0.032,0.19,11.7,1
107.0,0.037000000000000005,0.2,11.4,1
163.0,0.044000000000000004,0.37,8.8,1
108.0,0.069,0.35,9.2,1
252.0,0.046,0.27,8.7,1
170.0,0.035,0.22,12.6,1
168.0,0.04,0.27,10.0,1
99.0,0.031,0.28,12.8,1
125.0,0.049,0.49,9.4,1
116.0,0.044000000000000004,0.14,10.3,1
93.0,0.031,0.28,11.4,1
155.0,0.038,0.25,9.0,1
140.0,0.04,0.28,9.6,1
85.0,0.036000000000000004,0.19,10.5,1
85.0,0.036000000000000004,0.19,10.5,1
155.0,0.038,0.25,9.0,1
140.0,0.04,0.28,9.6,1
99.0,0.040999999999999995,0.21,9.8,1
210.0,0.047,0.26,9.0,1
99.0,0.040999999999999995,0.21,9.8,1
137.0,0.05,0.31,10.5,1
136.0,0.03,0.22,12.7,1
222.0,0.045,0.21,10.4,1
221.0,0.045,0.21,10.4,1
221.0,0.045,0.21,10.4,1
162.0,0.047,0.23,10.5,1
222.0,0.045,0.21,10.4,1
221.0,0.045,0.21,10.4,1
194.0,0.053,0.29,9.4,1
89.0,0.051,0.21,9.1,1
197.0,0.055999999999999994,0.31,9.3,1
194.0,0.053,0.29,9.4,1
84.0,0.048,0.34,9.8,1
214.0,0.045,0.155,9.9,1
151.0,0.10800000000000001,0.55,9.2,1
104.0,0.027999999999999997,0.23,12.1,1
97.0,0.027000000000000003,0.2,12.2,1
218.5,0.042,0.28,9.8,1
186.0,0.035,0.16,12.4,1
214.0,0.045,0.155,9.9,1
108.0,0.06,0.35,9.2,1
102.0,0.027999999999999997,0.22,11.6,1
137.0,0.033,0.38,10.4,1
126.0,0.026000000000000002,0.25,12.9,1
245.0,0.048,0.52,9.3,1
139.0,0.031,0.24,11.0,1
66.0,0.038,0.32,11.5,1
156.0,0.054000000000000006,0.28,12.4,1
113.0,0.048,0.41,9.8,1
113.0,0.048,0.41,9.8,1
127.0,0.052000000000000005,0.28,10.5,1
174.0,0.07,0.6,9.1,1
128.0,0.038,0.2,10.1,1
160.0,0.042,0.46,10.6,1
113.0,0.046,0.27,10.5,1
127.0,0.052000000000000005,0.28,10.5,1
113.0,0.048,0.41,9.8,1
82.0,0.022000000000000002,0.23,12.9,1
111.0,0.055999999999999994,0.21,9.5,1
218.5,0.053,0.37,9.8,1
249.0,0.059000000000000004,0.43,8.5,1
111.0,0.055999999999999994,0.21,9.5,1
171.0,0.047,0.25,9.3,1
162.0,0.047,0.25,9.5,1
68.0,0.044000000000000004,0.32,9.4,1
178.0,0.047,0.39,8.7,1
126.0,0.081,0.21,8.9,1
141.0,0.039,0.14,9.4,1
68.0,0.044000000000000004,0.32,9.4,1
178.0,0.047,0.39,8.7,1
182.0,0.047,0.29,9.6,1
158.0,0.039,0.37,9.3,1
200.0,0.036000000000000004,0.38,10.0,1
86.0,0.023,0.24,12.5,1
132.0,0.034,0.17,9.6,1
102.0,0.03,0.16,9.4,1
227.0,0.028999999999999998,0.24,9.5,1
105.0,0.027999999999999997,0.28,12.4,1
115.0,0.037000000000000005,0.22,10.5,1
165.0,0.073,0.55,9.2,1
164.0,0.040999999999999995,0.22,10.4,1
172.0,0.043,0.47,9.2,1
104.0,0.047,0.36,10.6,1
137.0,0.044000000000000004,0.25,9.5,1
172.0,0.043,0.47,9.2,1
200.0,0.34600000000000003,0.37,9.6,1
117.0,0.027999999999999997,0.18,9.7,1
117.0,0.025,0.16,9.7,1
90.0,0.035,0.34,10.7,1
180.0,0.045,0.29,10.5,1
177.0,0.047,0.26,8.9,1
70.0,0.035,0.28,12.1,1
65.0,0.032,0.23,12.7,1
182.0,0.039,0.19,9.9,1
158.0,0.022000000000000002,0.19,11.4,1
103.0,0.04,0.2,10.7,1
173.0,0.025,0.44,12.5,1
189.0,0.040999999999999995,0.4,8.6,1
147.0,0.026000000000000002,0.23,12.5,1
174.0,0.04,0.335,10.0,1
189.0,0.040999999999999995,0.4,8.6,1
200.0,0.045,0.28,9.5,1
164.0,0.038,0.19,9.6,1
210.0,0.038,0.3,9.9,1
210.0,0.037000000000000005,0.3,9.9,1
140.0,0.053,0.18,8.9,1
140.0,0.053,0.18,8.9,1
135.0,0.09,0.51,8.8,1
170.0,0.048,0.24,10.0,1
152.0,0.039,0.62,12.0,1
170.0,0.048,0.24,10.0,1
138.0,0.040999999999999995,0.27,10.0,1
167.0,0.042,0.34,12.1,1
141.0,0.04,0.26,11.0,1
55.0,0.025,0.36,11.2,1
115.0,0.036000000000000004,0.28,10.3,1
167.0,0.051,0.31,10.4,1
154.0,0.055,0.18,9.1,1
154.0,0.045,0.15,10.4,1
78.0,0.05,0.13,10.8,1
41.0,0.048,0.34,11.7,1
143.0,0.039,0.19,9.8,1
143.0,0.039,0.19,9.8,1
101.0,0.038,0.25,11.4,1
96.0,0.033,0.36,11.2,1
72.0,0.038,0.35,11.4,1
140.0,0.114,0.32,9.2,1
29.0,0.04,0.31,12.5,1
116.0,0.034,0.28,12.6,1
104.0,0.031,0.36,12.2,1
112.0,0.03,0.19,11.2,1
103.0,0.048,0.1,9.7,1
150.0,0.18600000000000003,0.18,9.3,1
178.0,0.067,0.25,9.0,1
178.0,0.067,0.25,9.0,1
178.0,0.067,0.25,9.0,1
171.0,0.047,0.345,9.1,1
171.0,0.047,0.345,9.1,1
178.0,0.067,0.25,9.0,1
61.0,0.045,0.24,10.4,1
211.0,0.053,0.25,9.5,1
175.0,0.04,0.31,11.4,1
192.0,0.05,0.46,8.7,1
167.0,0.045,0.35,9.9,1
148.0,0.036000000000000004,0.24,9.9,1
162.0,0.047,0.28,9.0,1
149.0,0.04,0.16,10.0,1
172.0,0.039,0.26,9.7,1
87.0,0.052000000000000005,0.22,11.8,1
127.0,0.044000000000000004,0.18,10.2,1
192.0,0.05,0.46,8.7,1
168.0,0.05,0.3,9.6,1
93.0,0.026000000000000002,0.25,11.3,1
118.0,0.027999999999999997,0.28,12.1,1
168.0,0.05,0.3,9.6,1
118.0,0.027999999999999997,0.28,12.1,1
93.0,0.026000000000000002,0.25,11.3,1
160.0,0.046,0.35,9.4,1
137.0,0.049,0.41,10.4,1
165.0,0.044000000000000004,0.21,9.5,1
144.0,0.047,0.34,12.3,1
150.0,0.049,0.21,9.9,1
128.0,0.057,0.37,10.1,1
184.0,0.063,0.34,9.2,1
135.0,0.046,0.3,10.4,1
165.0,0.066,0.51,9.1,1
99.0,0.059000000000000004,0.22,10.0,1
37.0,0.051,0.35,11.5,1
153.0,0.048,0.26,9.8,1
154.0,0.05,0.26,9.8,1
179.0,0.04,0.28,9.4,1
194.0,0.051,0.41,8.7,1
107.0,0.038,0.28,11.6,1
181.0,0.047,0.34,8.8,1
151.0,0.032,0.2,12.7,1
138.0,0.035,0.2,11.7,1
185.0,0.047,0.22,10.2,1
187.0,0.047,0.23,10.2,1
